Year,Company/Brand,HeadQuarter,Sector,Amount($),Stage
2020,CueMath,Bangalore,EdTech,40000000.0,Series C
2020,Gamerji,Ahmedabad,Gaming startup,3000000.0,Seed
2020,5C Network,Bangalore,HealthTech,1200000.0,Pre-series A
2020,Ethereum Push Notification Service,Mumbai,Blockchain startup,750000.0,Seed
2020,Mihup,Kolkata,Conversational AI platform,1500000.0,Series A
2020,RuralBasket,"Tirunelveli, Tamilnadu",E-commerce,500000.0,Undisclosed
2020,WayCool Foods,Chennai,AgriTech,7800000.0,Debt
2020,Infra.Market,Thane,Real Estate,20000000.0,Series B
2020,Info Edge Venture,Noida,Venture capitalist,50000000.0,Undisclosed
2020,Clovia,Noida,E-commerce,4000000.0,Series C
2020,Codingal,Bangalore,EdTech,560000.0,Seed
2020,CRED,Bangalore,Finance company,80000000.0,Series C
2020,Vistaar Finance,Bangalore,Finance company,30000000.0,Undisclosed
2020,Let's Dive,Bangalore,SaaS platform,1700000.0,Undisclosed
2020,Habitat,Unavailable,EdTech,600000.0,Seed
2020,SAWO Labs,Mumbai,SaaS platform,600000.0,Seed
2020,Signzy,Bangalore,AI platform,3000000.0,Undisclosed
2020,KopyKitab,Bangalore,EdTech,3000000.0,Undisclosed
2020,Kyt,Singapore,EdTech,2500000.0,Undisclosed
2020,Raskik,Unavailable,Fusion beverages,1000000.0,Pre-series A
2020,GetWork,Gurugram,HR Tech,40000.0,Pre-seed
2020,Mobile Premier League (MPL),Bangalore,Gaming,500000.0,Series B
2020,Pravasirojgar,Unavailable,Job portal,33000000.0,Undisclosed
2020,Omatra Hotels,Kolkata,Hospitality,3000000.0,Seed
2020,Awign,Bangalore,Job portal,3000000.0,Series B
2020,NewsReach,Gujarat,Digital Media,1500000.0,Seed
2020,Cashfree,Bangalore,FinTech,35000000.0,Series B
2020,Credgenics,New Delhi,FinTech,3000000.0,Pre-series A
2020,GeoIQ,Bangalore,AI startup,300000.0,Seed
2020,Country Delight,Haryana,Dairy startup,25000000.0,Series C
2020,Quintype,Bangalore,Content management,3500000.0,Series A
2020,CARS24,Haryana,Retail,200000000.0,Series E
2020,Astrogate Labs,Bangalore,Spacetech,3000000.0,Undisclosed
2020,Power Gummies,New Delhi,HealthTech,3000000.0,Bridge
2020,Cityflo,Mumbai,Transportation,7000000.0,Series A
2020,AlgoBulls,Mumbai,Trading platform,200000.0,Undisclosed
2020,Credgenics,Gurugram,FinTech,3000000.0,Pre-series A
2020,Inntot,Kerala,Tech company,3000000.0,Undisclosed
2020,Ensuredit,Gurugram,FinTech,300000.0,Pre-series A
2020,Shipsy,Gurugram,AI Company,6000000.0,Series A
2020,ERPNext,Mumbai,Tech company,1000000.0,Undisclosed
2020,LightSpeedAI,Bangalore,Photonics startup,3000000.0,Undisclosed
2020,Grip Invest,Gurugram,FinTech,3000000.0,Pre-series A
2020,Unacademy,Bangalore,EdTech,3000000.0,Undisclosed
2020,Yellow Classes,Gurugram,EdTech,1300000.0,Pre-series A
2020,Plum,Bangalore,HealthTech,4100000.0,Undisclosed
2020,STAGE,Indore,Entertainment,1000000.0,Undisclosed
2020,Nykaa,Mumbai,Cosmetics,3000000.0,Undisclosed
2020,Kaagaz Scanner,Unavailable,Scanning app,575000.0,Undisclosed
2020,NIRA,Bangalore,FinTech,1000000.0,Undisclosed
2020,Prolixr,Gurugram,Skincare startup,3000000.0,Seed
2020,Byju's,Bangalore,EdTech,200000000.0,Undisclosed
2020,DaMENSCH,Bangalore,E-commerce,6000000.0,Undisclosed
2020,Country Delight,Haryana,Food and Beverages,25000000.0,Series C
2020,SignalX,Hyderabad,AI startup,800000.0,Seed
2020,Lancify,Bangalore,EdTech,300000.0,Undisclosed
2020,Krimanshi,Jodhpur,Biotechnology company,600000.0,Seed
2020,Instoried,Bangalore,AI startup,1000000.0,Pre-series A
2020,PlayerzPot,Mumbai,Gaming startup,3000000.0,Series A
2020,Instamojo,Bangalore,FinTech,3000000.0,Undisclosed
2020,Turtlemint,Mumbai,HealthTech,30000000.0,Undisclosed
2020,Arata,New Delhi,E-commerce,1000000.0,Pre-series A
2020,MPL,Bangalore,Gaming startup,5000000.0,Undisclosed
2020,True Balance,Gurugram,FinTech,28000000.0,Undisclosed
2020,Thrive,Mumbai,FoodTech,3000000.0,Pre-series A
2020,Kitchens Centre,New Delhi,Proptech,3000000.0,Pre-series A
2020,Prescribe,Chennai,HealthTech,100000.0,Undisclosed
2020,Nepra,Ahmedabad,CleanTech,18000000.0,Series C
2020,inFeedo,Gurugram,SaaS startup,3200000.0,Undisclosed
2020,Shilpa Sciences,Bangalore,HealthTech,3000000.0,Pre-series A
2020,Arzooo,Bangalore,Tech Startup,3000000.0,Undisclosed
2020,MindTickle,Pune,SaaS platform,100000000.0,Debt
2020,Slice,Bangalore,FinTech,5000000.0,Debt
2020,Rapawalk,Bangalore,E-commerce,300000.0,Seed
2020,Oga Fit's,Bangalore,Fitness startup,3000000.0,Pre-series A
2020,LAVAL,Bangalore,Cosmetics,3000000.0,Pre-series A
2020,Stride Ventures,New Delhi,Venture capitalist,80000000.0,Undisclosed
2020,BlackSoil,Mumbai,FinTech,10000000.0,Undisclosed
2020,Biocon,Bangalore,Healthcare,15000000.0,Undisclosed
2020,Clientjoy,Gujarat,SaaS startup,800000.0,Pre-series A
2020,Xpressbees,Pune,E-commerce,100000000.0,Undisclosed
2020,GalaxyCard,Gurugram,FinTech,3000000.0,Seed
2020,Wellness Forever,Mumbai,HealthTech,100000000.0,Undisclosed
2020,MoooFarm,Gurugram,AgriTech,500000.0,Pre-seed
2020,BitClass,Bangalore,PaaS startup,2000000.0,Seed
2020,Gonuts,Mumbai,Entertainment,400000.0,Seed
2020,Uolo,Bangalore,EdTech,2000000.0,Seed
2020,Kirana King,"Jaipur, Rajastan",Retail,900000.0,Pre-series A
2020,Jade Forest,Delhi,Beverages,250000.0,Seed
2020,iKure,Kolkata,HealthTech,3000000.0,Undisclosed
2020,FrontRow,Bangalore,EdTech,3200000.0,Seed
2020,TUBBR,"Frisco, Texas, United States",Social Media,3000000.0,Undisclosed
2020,Ather Energy,Bangalore,Automobiles,35000000.0,Series D
2020,Routematic,Bangalore,SaaS startup,2000000.0,Undisclosed
2020,LivFin,New Delhi,FinTech,4700000.0,Undisclosed
2020,Universal Sportsbiz Pvt Ltd,Bangalore,Fashion startup,3000000.0,Undisclosed
2020,Lattu Kids,Mumbai,EdTech,3000000.0,Undisclosed
2020,Eggoz,Indore,Food & Bevarages,1500000.0,Pre-series A
2020,Steradian Semiconductors,Bangalore,Deeptech,3000000.0,Undisclosed
2020,CHARGE+ZONE,Gujarat,EV startup,3000000.0,Pre-series A
2020,Stones2milestones,Gurugram,EdTech,2000000.0,Bridge
2020,Udacity,California,EdTech,75000000.0,Debt
2020,AjnaLens,Thane,AR/VR startup,1000000.0,Bridge
2020,Gully Network,Bangalore,E-commerce,1200000.0,Pre-series A
2020,TurboHire,Hyderabad,Recruitment startup,1000000.0,Seed
2020,Traya,Mumbai,HealthTech,3000000.0,Seed
2020,Charcoal Eats,Mumbai,QSR startup,2000000.0,Undisclosed
2020,Mitron TV,Bangalore,Video platform,3000000.0,Undisclosed
2020,Svami,Mumbai,Food & Bevarages,800000.0,Undisclosed
2020,Dhurnia,"Dhingsara, Haryana",EdTech,100000.0,Undisclosed
2020,Expertrons,Mumbai,EdTech,3000000.0,Undisclosed
2020,Leena AI,"New York, United States",AI startup,8000000.0,Undisclosed
2020,Bizlog,Bangalore,Logistics,1000000.0,Undisclosed
2020,Tamasha.live,Mumbai,Gaming,300000.0,Undisclosed
2020,Fedo,Bangalore,AI startup,1000000.0,Undisclosed
2020,FabHotels,Gurugram,Hospitality,1000000.0,Undisclosed
2020,Freshokartz,"Jaipur, Rajastan",AgriTech,1000000.0,Pre-series A
2020,FlexiLoans,Mumbai,FinTech,6000000.0,Debt
2020,Agrix,Patna,AgriTech,3000000.0,Undisclosed
2020,BharatAgri,Pune,AgriTech,3000000.0,Pre-series A
2020,FreshtoHome,Bangalore,E-commerce,121000000.0,Series C
2020,Credable,Mumbai,FinTech,4500000.0,Undisclosed
2020,Railofy,Mumbai,Transportation,5000000.0,Seed
2020,Finova Capital,"Jaipur, Rajastan",FinTech,55000000.0,Undisclosed
2020,Teachmint,Bangalore,EdTech,3500000.0,Seed
2020,Peel-Works,Mumbai,E-commerce,3000000.0,Undisclosed
2020,Janani,Bangalore,Fertility tech,200000.0,Pre-seed
2020,Credgenics,Gurugram,FinTech,3300000.0,Seed
2020,Finelistings,New Delhi,Luxury car startup,3000000.0,Undisclosed
2020,Wellversed,New Delhi,Healthcare,3000000.0,Pre-series A
2020,Jumbotail,Bangalore,E-commerce,11000000.0,Series B2
2020,Winzo,New Delhi,Gaming startup,2000000.0,Undisclosed
2020,mCaffeine,Mumbai,Cosmetics,5000000.0,Series B
2020,Pocket FM,Bangalore,FM,5000000.0,Series A
2020,Snackible,Mumbai,Healthcare,3000000.0,Bridge
2020,FreshtoHome,Bangalore,E-commerce,16000000.0,Undisclosed
2020,Jumbotail,Bangalore,Retail,11000000.0,Series B2
2020,Nykaa,Mumbai,E-commerce,3000000.0,Undisclosed
2020,TagZ Foods,Bangalore,Food,3000000.0,Undisclosed
2020,Genius Teacher,Mumbai,EdTech,2000000.0,Undisclosed
2020,Krimanshi Feeds,Jodhpur,Nutrition sector,500000.0,Undisclosed
2020,Origo,Gurugram,AgriTech,4000000.0,Debt
2020,GetVantage,Mumbai,FinTech,5000000.0,Seed
2020,Betterplace,Bangalore,Tech platform,10000000.0,Series B
2020,Biddano,Mumbai,Healthcare,600000.0,Pre-series A
2020,InVideo,Mumbai,Video,15000000.0,Series A
2020,Arzooo,Bangalore,Retail Tech,7500000.0,Series A
2020,Hubilo,"San Francisco, California, United States",Tech company,4500000.0,Seed
2020,BASIC Home Loan,Gurugram,FinTech,5000000.0,Seed
2020,Ketos,"San Francisco, United States",AI startup,18000000.0,Undisclosed
2020,SUGAR cosmetics,Mumbai,Cosmetics,2000000.0,Debt
2020,Signzy,Bangalore,FinTech,5400000.0,Undisclosed
2020,Ahaguru,Chennai,EdTech,3000000.0,Series A
2020,Tekion,"San Ramon, California",AI startup,150000000.0,Series C
2020,Brighteye Ventures,"Paris, Ile-de-France, France",EdTech,5400000.0,Undisclosed
2020,EzeRx,Kolkata,Medtech,200000.0,Seed
2020,VitalTech,"Plano, Texas, United States",HeathTech,3000000.0,Seed
2020,Ultraviolette Automotive,Bangalore,Automobiles,4000000.0,Series B
2020,Tring,Mumbai,Social Media,3000000.0,Undisclosed
2020,Rare Planet,Kolkata,Retail startup,400000.0,Pre-series A
2020,GoodGamer,Bangalore,Gaming,2500000.0,Seed
2020,InnAccel,Bangalore,Medtech,1500000.0,Pre-series A
2020,Tiliter,Sydney,Retail,7500000.0,Undisclosed
2020,Slintel,"San Francisco Bay Area, Silicon Valley, West Coast",Sles and marketing,4200000.0,Undisclosed
2020,SoOLEGAL,New Delhi,LegalTech,4000000.0,Undisclosed
2020,HobSpace,Mumbai,EdTech,200000.0,Seed
2020,Supplynote,Noida,SaaS startup,500000.0,Seed
2020,Hire Me Car,Noida,Car Service,3000000.0,Seed
2020,ShopUp,Bangaldesh,E-commerce,22000000.0,Series A
2020,Harmonizer India,Bangalore,Tech Startup,3000000.0,Undisclosed
2020,Zomato,Gurugram,FoodTech,52000000.0,Undisclosed
2020,Dukaan,Mumbai,Tech Startup,6000000.0,Seed
2020,CredR,Mumbai,Bike marketplace,2000000.0,Undisclosed
2020,Satyukt,Bangalore,Agri tech,500000.0,Seed
2020,RACEnergy,Hyderabad,Automobiles,3000000.0,Undisclosed
2020,TREAD,Bangalore,Fitness startup,1100000.0,Pre-seed
2020,Anveshan,Bangalore,FoodTech,100000.0,Pre-seed
2020,TeaMonk,Bangalore,Food & Bevarages,900000.0,Pre-series A
2020,Fleetx,Gurugram,Tech Startup,3000000.0,Series B
2020,ReNEWate,Pune,Real Estate,3000000.0,Pre-seed
2020,Tango Eye,Chennai,SaaS startup,3000000.0,Seed
2020,Rare Planet,Kolkata,Reatil startup,3000000.0,Pre-series A
2020,Avataa Me,Bangalore,AR platform,7000000.0,Series A
2020,Arrival,"London, England, United Kingdom",EV startup,118000000.0,Undisclosed
2020,Cover Genius,"Sydney, New South Wales, Australia",FinTech,15000000.0,Undisclosed
2020,Phononic Vibes,"Milano, Lombardia, Italy",Deeptech,2300000.0,Undisclosed
2020,MikeLegal,Gurugram,LegalTech,3000000.0,Seed
2020,Clair,"New York, United States",FinTech,4500000.0,Seed
2020,Gourmet Garden,"Palmwoods, Queensland, Australia",Consumer Goods,3000000.0,Undisclosed
2020,Miko,Mumbai,AI startup,3000000.0,Series B
2020,Razorpay,Bangalore,FinTech,100000000.0,Series D
2020,Ninjacart,Bangalore,Food Industry,30000000.0,Undisclosed
2020,Wow! Momo,Kolkata,Food Industry,5000000.0,Debt
2020,Pepper Content,Mumbai,Content marketplace,4200000.0,Series A
2020,LIVSPACE,Bangalore,Interior Design,4000000.0,Debt
2020,Acculi Labs,Bangalore,Healthcare,600000.0,Seed
2020,Your MD,"London, England, United Kingdom",Healthcare,25000000.0,Undisclosed
2020,Antaios,France,Tech company,11000000.0,Undisclosed
2020,Unnati,Noida,AgriTech,1700000.0,Pre-series A
2020,Disprz,Chennai,EdTech,1600000.0,Series B
2020,Uni,Mumbai,FinTech,18500000.0,Seed
2020,Credit Wise Capital,Mumbai,FinTech,6000000.0,Seed
2020,Chargebee,"San Francisco Bay Area, West Coast, Western US",SaaS startup,55000000.0,Series F
2020,Reliance Retail Ventures Ltd,Mumbai,Retail,6400000000.0,Undisclosed
2020,Winuall,Bangalore,EdTech,2000000.0,Undisclosed
2020,Genrobotics,"Trivandrum, Kerala, India",AI startup,300000.0,Undisclosed
2020,Livve,Cochin,Rental space,1500000.0,Seed
2020,Ergos,"Samastipur, Bihar",AgriTech,5000000.0,Series A
2020,Krishitantra,Hyderabad,Soil-Tech,1000000.0,Seed
2020,PakkaProfile,Bangalore,Recruitment startup,3000000.0,Seed
2020,Monet Networks,"Irvine, California, United States",AI startup,500000.0,Bridge
2020,Unocoin,"Tumkur, Karnataka",FinTech,3000000.0,Series A
2020,Pesto,New Delhi,EdTech,3000000.0,Undisclosed
2020,NirogStreet,Gurugram,Ayurveda tech,2000000.0,Pre-series A
2020,Bambrew,Bangalore,Packaging solution startup,3000000.0,Pre-seed
2020,Omnify,"San Francisco Bay Area, Silicon Valley, West Coast",SaaS startup,3000000.0,Pre-series A
2020,Fanball XI,New Delhi,Gaming,1000000.0,Seed
2020,Treebo Hotels,Bangalore,Hospitality,6000000.0,Undisclosed
2020,GPS Renewables,Bangalore,Cleantech,3000000.0,Series A
2020,Public,New Delhi,Social Media,30000000.0,Undisclosed
2020,Legal Salah,Kolkata,LegalTech,1000000.0,Seed
2020,FanPlay,New Delhi,Gaming,3000000.0,Seed
2020,ECOSTP,Bangalore,Sanitation solutions,19000000.0,Undisclosed
2020,Coralogix,"San Francisco, California, United States",SaaS startup,25000000.0,Series B
2020,Equiwatt,"Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom",Tech company,300000.0,Undisclosed
2020,Zhangmen,"Shanghai, China",EdTech,400000000.0,Undisclosed
2020,AgroWave,Gurugram,AgriTech,500000.0,Undisclosed
2020,Sapio Analytics,Mumbai,Tech company,150000.0,Undisclosed
2020,Taimei,"Jiaxing, Zhejiang, China",HealthCare,176000000.0,Undisclosed
2020,Avanse Financial Services,Mumbai,FinTech,15000000.0,Undisclosed
2020,Industry Buying,New Delhi,E-commerce,15000000.0,Undisclosed
2020,Hopscotch,Mumbai,E-commerce,25000000.0,Undisclosed
2020,Pristyn Care,Gurugram,HealthCare,11000000.0,Undisclosed
2020,WoodenStreet,Rajastan,Home Design,1000000.0,Undisclosed
2020,ACKO,Mumbai,InsureTech,60000000.0,Undisclosed
2020,Farmers Fresh Zone,Kochi,AgriTech,470000.0,Undisclosed
2020,Invento,Bangalore,AI Startup,3000000.0,Undisclosed
2020,Infurnia,Bangalore,Tech Startup,240000.0,Undisclosed
2020,AnalytIQSports's SuperCric,Bangalore,Entertainment,3000000.0,Undisclosed
2020,Snowflake,California,Tech company,3000000000.0,Undisclosed
2020,GenieTalk,Indore,Tech company,750000.0,Undisclosed
2020,Classplus,Noida,EdTech,10000000.0,Undisclosed
2020,Mobile Premier League,Bangalore,Entertainment,74000000.0,Undisclosed
2020,Fourth Partner Energy,Hyderabad,Solar solution,16000000.0,Undisclosed
2020,Flipkart,Bangalore,E-commerce,62000000.0,Undisclosed
2020,Vivriti Capital,Chennai,FinTech,1000000.0,Undisclosed
2020,InsuranceDekho,Ludhiana,FinTech,20000000.0,Undisclosed
2020,BestDoc,Kochi,HealthCare,2100000.0,Undisclosed
2020,Byju’s,Bangalore,EdTech,500000000.0,Undisclosed
2020,Melorra,Bangalore,Jewellery startup,12500000.0,Undisclosed
2020,Inflexor Ventures,Mumbai,FinTech,10000000.0,Undisclosed
2020,Pandorum,Bangalore,Deeptech startup,5060000.0,Undisclosed
2020,SpeakIn,Noida,Social Network,3000000.0,Undisclosed
2020,LetsUp,Mumbai,Publication,3000000.0,Undisclosed
2020,Newsreach,Gujarat,Publication,3000000.0,Undisclosed
2020,Dream11,Mumbai,Entertainment,225000000.0,Undisclosed
2020,SignalX,Hyderabad,SaaS platform,750000.0,Undisclosed
2020,JetSynthesys,Mumbai,Tech,40000000.0,Undisclosed
2020,Vesta Space Technology,Pune,Tech Startup,10000000.0,Undisclosed
2020,Dozee,Bangalore,HealthTech,1600000.0,Undisclosed
2020,Rebel Foods,Pune,Food,50000000.0,Undisclosed
2020,Nykaa,Mumbai,Fashion,24700000.0,Undisclosed
2020,Ketto,Mumbai,Finance,7700000.0,Undisclosed
2020,Suryoday,Mumbai,Finance,800000.0,Undisclosed
2020,SucSEED,Hyderabad,Finance,1300000.0,Undisclosed
2020,Unacademy,Bangalore,EdTech,150000000.0,Undisclosed
2020,Strata,Bangalore,Real Estate,19067328.0,Undisclosed
2020,3one4 Capital,Bangalore,Venture capital,100000000.0,Undisclosed
2020,WE-Hub,Hyderabad,Entreprenurship,3000000.0,Undisclosed
2020,Zomato,Haryana,Food devlivery,62000000.0,Undisclosed
2020,Vicara,Bangalore,Tech Startup,3000000.0,Undisclosed
2020,Gaana,Gurugram,Entertainment,51000000.0,Undisclosed
2020,EM3 Agri,Noida,AgriTech,1000000.0,Undisclosed
2020,Plum,Thane,Cosmetics,115000.0,Undisclosed
2020,Odwen,Noida,Warehouse,54000.0,Undisclosed
2020,Fasal,Bangalore,AgriTech,20000.0,Undisclosed
2020,Trukky,Ahmedabad,Logistics,3000000.0,Undisclosed
2020,BankBazaar,Chennai,Online financial service,9000000.0,Undisclosed
2020,Specsmakers,Chennai,Eyeglasses,3000000.0,Undisclosed
2020,Grinntech,Dehradun,Battery design,2000000.0,Undisclosed
2020,CreditMantri,Chennai,Online credit management startup,803146.0,Undisclosed
2020,Chai Waale,Chennai,Beverage,238000.0,Undisclosed
2020,Deepsync,Bangalore,Tech Startup,300000.0,Undisclosed
2020,ConnectedH,Gurgaon,HealthCare,3000000.0,Undisclosed
2020,QShala,Bangalore,EdTech,300000.0,Undisclosed
2020,Pitstop,Bangalore,Car Service,1020000.0,Undisclosed
2020,Zomato,Haryana,Food devlivery,100000000.0,Undisclosed
2020,Customfit ai,Bangalore,SaaS startup,3000000.0,Undisclosed
2020,Nirmata,San Franciscao,Tech,3000000.0,Undisclosed
2020,Hire Me Car,Noida,TravelTech,3000000.0,Seed
2020,Oga Fit,Bangalore,Fitness startup,3000000.0,Pre-series A
2020,ShipsKart,New Delhi,E-commerce,200000.0,Pre-series A
2020,SquadStack,San Francisco,Tech company,5000000.0,Series A
2020,Financepeer,Mumbai,EdTech,3000000.0,Pre-series A
2020,Cashify,Gurugram,E-commerce,10000000.0,Debt
2020,Etrio,Hyderabad,EV startup,3000000.0,Series A
2020,Codeyoung,Bangalore,EdTech,3000000.0,Seed
2020,StayQrious,Bangalore,EdTech,2000000.0,Seed
2020,Sunstone Eduversity,Gurugram,EdTech,3000000.0,Series A
2020,Infilect,Bangalore,SaaS startup,1500000.0,Pre-series A
2020,MobiGarage,New Delhi,E-commerce,3000000.0,Pre-series A
2020,Samunnati,Chennai,Agriculture,20000000.0,Debt
2020,WeInnovate Biosolutions,Pune,Startup laboratory,3000000.0,Seed
2020,Yummy Corp,"Tangerang, Jawa Barat, Indonesia",Food Industry,12000000.0,Series B
2020,Smallcase,Bangalore,FinTech,13400000.0,Series B
2020,Clairvolex,California,Tech Startup,2000000.0,Debt
2020,Assiduus,Bangalore,E-commerce,1000000.0,Series A
2020,Brinton,California,HealthTech,1300000.0,Debt
2020,AFK Gaming,Mumbai,Entertainment,200000.0,Pre-series A
2020,Infarm,Berlin,AgriTech,170000000.0,Series C
2020,Zuper,Seattle,SaaS startup,1100000.0,Seed
2020,mCaffeine,Mumbai,Personal care startup,2900000.0,Series B
2020,Origa,Andheri,FinTech,2000000.0,Debt
2020,GullyBuy Software,Pune,Tech Startup,543000.0,Pre-series A
2020,Recordent,Hyderabad,FinTech,3000000.0,Seed
2020,MPL,Bangalore,Entertainment,90000000.0,Series C
2020,Penny,Riyadh,SaaS startup,1300000.0,Seed
2020,Onsitego,Mumbai,Customer service company,30000000.0,Series B
2020,Precily,California,SaaS  startup,3000000.0,Seed
2020,SmartClean,Singapore,Tech Startup,3400000.0,Pre-series A
2020,ClanConnect,Delhi,Marketing startup,600000.0,Seed
2020,Servify,Mumbai,Service industry,23000000.0,Series C
2020,ShareChat,Bangalore,Social media,40000000.0,Series C
2020,Rephrase.ai,Bangalore,AI,1500000.0,Seed
2020,Melorra,Bangalore,Jewellery,8090000.0,Debt
2020,FabHotels,Gurugram,Hospitality,1030000.0,Series B
2020,EkAnek,New Delhi,Tech Startup,5040000.0,Undisclosed
2020,Cub McPaws,Mumbai,AR startup,800000.0,Pre-series A
2020,Zimyo,Gurgaon,HR Tech startup,1500000.0,Seed
2020,PumPumPum,Gurgaon,Automotive Startup,360000.0,Debt
2020,Burgerama,Gurgaon,Food Startup,3000000.0,Pre-series A
2020,Moms Co,Gurgaon,HealthCare,8000000.0,Series B
2020,DillyHub,Seoul,Publication,1400000.0,Seed
2020,FPL Technologies,Pune,FinTech,10000000.0,Series A
2020,FITTR,Pune,Fitness startup,2000000.0,Pre-series A
2020,Illumnus,Pune,EdTech Startup,100000.0,Seed
2020,CashKaro,Gurgaon,E-commerce,10000000.0,Series B
2020,Newton School,Bangalore,EdTech Startup,650000.0,Seed
2020,Airmeet,Bangalore,Tech Startup,12000000.0,Series A
2020,Observe ai,San Francisco,Tech,54000000.0,Series B
2020,InCred,Mumbai,Finance,5000000.0,Debt
2020,Toppr,Mumbai,EdTech,35000000.0,Series D
2020,CarTrade,Mumbai,Car Trade,42500000.0,Series H
2020,LEAD School,Mumbai,EdtTech,28000000.0,Series C
2020,Servify,Mumbai,Manufacturing,11370000.0,Series C
2020,Lido Learning,Mumbai,EdTech,7500000.0,Series B
2020,Apna.co,Bangalore,Job portal,8000000.0,Series A
2020,Quintype Technologies,Bangalore,Tech,325000.0,Series A
2020,Dunzo,Bangalore,Tech,28000000.0,Series E
2020,Entropik,Bangalore,AI Platform,8000000.0,Series A
2020,Livspace,Bangalore,Home Design,9000000.0,Series D
2020,Ultraviolette Automotive,Bangalore,Automation,410000.0,Series B
2020,WinZO,New Delhi,Gaming,18000000.0,Series B
2020,SenseHawk,Bangalore,Solar SaaS,5000000.0,Series A
2020,Railofy,Mumbai,WL & RAC protection,900000.0,Seed
2020,Eloelo,Bangalore,Social commerce,450000.0,Seed
2020,Aibono,Bangalore,AgriTech,2000000.0,Pre-series A
2020,BuildPan,Indore,SaaS startup,500000.0,Seed
2020,Homelane,Bangalore,Home interior services,8000000.0,Bridge
2020,MyGlamm,Mumbai,Fashion,1000000.0,Series B
2020,Aviom,New Delhi,Finance,682000.0,Debt
2020,Flinto,Chennai,EdTech Startup,7000000.0,Series B
2020,WayCool,Chennai,Agritech startup,5060000.0,Series C
2020,YAP,Chennai,API platform,4050000.0,Series A
2020,Big Bang Boom Solutions,Chennai,Deep Tech,1050000.0,Series A
2020,GUVI,Chennai,EdTech Startup,800000.0,Series A
2020,BluSmart,Gurugram,Electricity,7000000.0,Pre-series A
2020,Cell Propulsion,Bangalore,Automotive company,3000000.0,Pre-series A
2020,MPL,Bangalore,Entertainment,50000000.0,Series B
2020,Spoonshot,Bangalore,FMCG,1000000.0,Seed
2020,Pulse,Mumbai,FinTech,750000.0,Pre-series A
2020,Groww,Bangalore,FinTech,30000000.0,Series C
2020,i3 Systems,Mumbai,Insurance Tech,1050000.0,Pre-series A
2020,SOAL,Mumbai,EdTech,1000000.0,Series A
2020,OckyPocky,Gurugram,EdTech,400000.0,Seed
2020,Hippo Video,New York,Video personalization,4000000.0,Series A
2020,Hasura,San Francisco,Software Company,25000000.0,Series B
2020,Qapita,Singapore,FinTech,1080000.0,Seed
2020,Sunday,Bangkok,FinTech,9000000.0,Series B
2020,Gamezop,Gurugram,Gaming,4300000.0,Series A
2020,Phool.co,Kanpur,Biomaterial startup,1400000.0,Pre-series A
2020,Chiratae Ventures,Bangalore,Venture capital,3000000.0,Seed
2020,MedLife,Bangalore,Health,6800000.0,Undisclosed
2020,IDfy,Mumbai,IT,2110000.0,Series A
2020,True Balance,Gurugram,Finance,3000000.0,Series C
2020,Bira91,New Delhi,Craft Beer,764000.0,Undisclosed
2020,Max wholesale,New Delhi,E-commerce,603000.0,Undisclosed
2020,Craftsvilla,Mumbai,E-commerce,409000.0,Undisclosed
2020,MechMocha,Bangalore,Entertainment,292000.0,Series A
2020,Mindhouse,Gurugram,Healthtech,286000.0,Undisclosed
2020,DeepSync,Chandigarh,AI startup,136000.0,Undisclosed
2020,Eruditus,Mumbai,Education,3000000.0,Undisclosed
2020,Gradeup,Noida,Education,546000.0,Undisclosed
2020,Tracxn,Bangalore,Investment,887000.0,Series B
2020,Purple Style Labs,Mumbai,Fashion,43000.0,Undisclosed
2020,ProPhysio,Bangalore,Health,40900.0,Undisclosed
2020,Flickstree,Mumbai,Tech,40900.0,Undisclosed
2020,Settl,Gurugram,TravelTech,3000000.0,Undisclosed
2020,Fanspole,Thane,Entertainment,3000000.0,Pre-seed
2020,Sarva,Mumbai,Healthcare,3000000.0,Undisclosed
2020,Univ.ai,Bangalore,EdTech,3000000.0,Undisclosed
2020,PurohitJi,Bangalore,Linguistic Spiritual,3000000.0,Undisclosed
2020,CredoLab,Singapore,Tech,7000000.0,Series A
2020,Brick&Bolt,Bangalore,Construction,2200000.0,Series A
2020,Grinntech,Chennai,Battery manufacturer,2000000.0,Undisclosed
2020,6Degree,Mumbai,Fashion,340000.0,Undisclosed
2020,Exprs,Unavailable,Nano Distribution Network,5660000.0,Undisclosed
2020,Bikayi,Hyderabad,E-commerce,2000000.0,Seed
2020,Virtual Forest,Bangalore,Tech,3000000.0,Undisclosed
2020,The Health company,Gurugram,AI health,350000.0,Undisclosed
2020,TrulyMadly Matchmakers,Gurugram,Dating app,110000.0,Pre-series A
2020,TrueFan,Mumbai,Media,4300000.0,Seed
2020,Fanspole,Mumbai,Gaming,3000000.0,Pre-seed
2020,Byju's,Bangalore,EdTech,122000000.0,Undisclosed
2020,Avail Finance,Bangalore,FinTech,11635000.0,Series B
2020,The Money Club,Delhi,AI,3000000.0,Undisclosed
2020,Virohan,Gurgaon,Healthcare/Edtech,2800000.0,Series A
2020,OneCode,Gurugram,Social Commerce,3000000.0,Seed
2020,Verloop.io,Unavailable,AI,5000000.0,Undisclosed
2020,Otipy,Unavailable,Agritech/Commerce,1000000.0,Pre-series A
